iter	Passed	Remaining
401	17193	25576
402	17236	25534
403	17279	25491
404	17322	25448
405	17365	25406
406	17408	25364
407	17451	25321
408	17495	25280
409	17537	25237
410	17580	25194
411	17622	25150
412	17665	25107
413	17707	25064
414	17750	25021
415	17792	24978
416	17835	24935
417	17878	24892
418	17920	24849
419	17963	24806
420	18006	24763
421	18048	24720
422	18091	24678
423	18134	24635
424	18176	24592
425	18218	24548
426	18261	24505
427	18305	24464
428	18348	24422
429	18391	24379
430	18433	24335
431	18477	24293
432	18519	24250
433	18561	24207
434	18604	24164
435	18646	24121
436	18689	24077
437	18731	24034
438	18774	23992
439	18817	23949
440	18859	23906
441	18902	23863
442	18945	23820
443	18988	23778
444	19030	23735
445	19080	23701
446	19123	23658
447	19165	23615
448	19208	23571
449	19250	23527
450	19292	23485
451	19337	23444
452	19379	23401
453	19422	23357
454	19464	23314
455	19506	23270
456	19548	23227
457	19591	23184
458	19636	23144
459	19679	23101
460	19723	23060
461	19766	23017
462	19809	22975
463	19851	22931
464	19893	22887
465	19935	22844
466	19977	22801
467	20021	22759
468	20063	22716
469	20106	22673
470	20149	22630
471	20191	22587
472	20235	22545
473	20277	22502
474	20320	22459
475	20363	22416
476	20406	22374
477	20448	22331
478	20491	22287
479	20533	22244
480	20576	22201
481	20618	22158
482	20661	22116
483	20703	22072
484	20746	22030
485	20789	21986
486	20831	21944
487	20875	21902
488	20917	21858
489	20959	21814
490	21002	21772
491	21044	21729
492	21087	21686
493	21130	21643
494	21172	21600
495	21214	21557
496	21257	21513
497	21300	21471
498	21343	21428
499	21387	21387
500	21429	21343
501	21471	21300
502	21513	21257
503	21556	21214
504	21599	21171
505	21655	21142
506	21698	21098
507	21740	21055
508	21782	21012
509	21824	20968
510	21867	20925
511	21909	20882
512	21953	20840
513	21995	20797
514	22038	20754
515	22081	20711
516	22123	20668
517	22173	20632
518	22215	20589
519	22258	20546
520	22301	20503
521	22343	20460
522	22386	20417
523	22429	20375
524	22472	20332
525	22514	20289
526	22557	20245
527	22599	20202
528	22641	20159
529	22684	20116
530	22727	20074
531	22770	20030
532	22812	19987
533	22855	19944
534	22897	19901
535	22940	19858
536	22983	19816
537	23025	19773
538	23068	19730
539	23111	19687
540	23154	19644
541	23197	19602
542	23239	19559
543	23282	19516
544	23326	19474
545	23368	19431
546	23410	19387
547	23453	19345
548	23497	19302
549	23540	19260
550	23583	19217
551	23625	19174
552	23668	19131
553	23711	19088
554	23753	19045
555	23795	19002
556	23838	18959
557	23881	18917
558	23925	18874
559	23967	18831
560	24010	18788
561	24052	18745
562	24094	18702
563	24137	18659
564	24179	18616
565	24222	18573
566	24264	18530
567	24307	18487
568	24350	18444
569	24392	18401
570	24435	18358
571	24477	18315
572	24520	18272
573	24563	18229
574	24605	18186
575	24648	18144
576	24692	18102
577	24735	18059
578	24778	18016
579	24820	17973
580	24863	17930
581	24907	17888
582	24950	17845
583	24992	17802
584	25035	17760
585	25077	17717
586	25121	17675
587	25164	17632
588	25207	17589
589	25250	17546
590	25292	17503
591	25335	17461
592	25377	17417
593	25423	17376
594	25465	17333
595	25508	17291
596	25551	17248
597	25593	17205
598	25635	17161
599	25679	17119
600	25721	17076
601	25764	17033
602	25806	16990
603	25850	16948
604	25892	16905
605	25935	16862
606	25978	16819
607	26020	16776
608	26063	16733
609	26106	16691
610	26149	16648
611	26191	16605
612	26234	16562
613	26278	16520
614	26320	16477
615	26362	16433
616	26404	16390
617	26447	16347
618	26490	16305
619	26533	16262
620	26576	16219
621	26619	16176
622	26661	16133
623	26704	16090
624	26746	16047
625	26790	16005
626	26832	15962
627	26875	15919
628	26918	15877
629	26960	15834
630	27002	15790
631	27045	15748
632	27088	15705
633	27131	15662
634	27174	15619
635	27216	15576
636	27259	15534
637	27303	15491
638	27345	15448
639	27387	15405
640	27431	15363
641	27473	15320
642	27515	15277
643	27558	15234
644	27600	15191
645	27643	15148
646	27685	15104
647	27727	15062
648	27770	15019
649	27812	14976
