iter	MultiClassOneVsAll
117	0.5443183051
118	0.5435893875
119	0.5429532219
120	0.5419173676
121	0.5412166012
122	0.5402543846
123	0.5395692206
124	0.5388212598
125	0.5380827909
126	0.5373918982
127	0.5367282972
128	0.5358170188
129	0.5350494348
130	0.5342660471
131	0.5333984011
132	0.5325833067
133	0.5318927961
134	0.5311359123
135	0.5302282143
136	0.5293622693
137	0.5285077109
138	0.5278319062
139	0.5271915311
140	0.5263576089
141	0.5254803166
142	0.5248158529
143	0.5239579755
144	0.5232305905
145	0.5226436989
146	0.5219434652
147	0.521186707
148	0.5205750135
149	0.5199474902
150	0.5192952183
151	0.5186478614
152	0.5179325023
153	0.5171341718
154	0.5163826798
155	0.5154767746
156	0.5148133795
157	0.5140568669
158	0.5134144107
159	0.5126734099
160	0.511821074
161	0.5111357119
162	0.5105326335
163	0.5099636622
164	0.5093172717
165	0.5085502359
166	0.5080391131
167	0.5073720266
168	0.5068405319
169	0.5061215467
170	0.5054433104
171	0.5048505769
172	0.5039468686
173	0.5031156877
174	0.5023167265
175	0.5017399391
176	0.501102776
177	0.5004834597
178	0.4997315738
179	0.4991095015
180	0.4981421947
181	0.4974439425
182	0.4968545711
183	0.4963587779
184	0.4955718282
185	0.4949648088
186	0.4943078296
187	0.4936478092
188	0.4929587894
189	0.49205571
190	0.4913441547
191	0.4908506281
192	0.4903021298
193	0.4896867704
194	0.4890752002
195	0.4883952217
196	0.4878007809
197	0.487090994
198	0.4864349106
199	0.4859405773
200	0.4854551398
201	0.4848648607
202	0.4842698123
203	0.4835840178
204	0.4827856497
205	0.4821717627
206	0.4817387369
207	0.4811607854
208	0.4805599745
209	0.4799949441
210	0.4794148451
211	0.4788629071
212	0.4781500654
213	0.4774905505
214	0.4767590434
215	0.4759260962
216	0.475383152
217	0.4748969588
218	0.4742189666
219	0.4737383909
220	0.4731786459
221	0.4727137233
222	0.4722333932
223	0.4717757003
224	0.4712522334
225	0.4707395153
226	0.4700437435
227	0.4695869276
228	0.4689719999
229	0.4684980542
230	0.4677893869
231	0.4673702517
232	0.4669347371
233	0.4664967042
234	0.4659431628
235	0.4653520819
236	0.4647868768
237	0.4642586383
238	0.4637471217
239	0.4633457719
240	0.4626314506
241	0.4621057487
242	0.4613823327
243	0.4608847535
244	0.4604049892
245	0.4600820523
246	0.4596267375
247	0.4591250875
248	0.4587426184
249	0.4582761965
250	0.4577975131
251	0.4573395017
252	0.4568823393
253	0.4563457581
254	0.4559181973
255	0.4553952995
256	0.4548871044
257	0.4544135252
258	0.4536415975
259	0.4529681356
260	0.4523212682
261	0.4518199421
262	0.4513190788
263	0.4508491107
264	0.4503193343
265	0.449834357
266	0.4493988782
267	0.4489410935
268	0.448437766
269	0.4478008903
270	0.4473928444
271	0.4469559228
272	0.4464692324
273	0.4460310057
274	0.4455898022
275	0.4451580109
276	0.4446300217
277	0.4441274375
278	0.4436792239
279	0.4432078963
280	0.4426466773
281	0.4420107614
282	0.4414527058
283	0.4409173178
284	0.4405866304
285	0.4401286814
286	0.4397135261
287	0.4392770648
288	0.4388888569
289	0.4383810591
290	0.4375763217
291	0.4372586265
292	0.4367691302
293	0.4362549802
294	0.4356543994
295	0.4349812626
296	0.4344838919
297	0.4340017427
298	0.4335971033
299	0.4332086447
300	0.4327749501
301	0.4323375639
302	0.4318759542
303	0.4313598171
304	0.430970683
305	0.4305268871
306	0.4300587683
307	0.4296719928
308	0.4292176641
309	0.428841175
310	0.4284381109
311	0.4281369611
312	0.4276554555
313	0.4272615239
314	0.4268890681
315	0.4264012139
316	0.4260391166
317	0.4254602966
318	0.4251023397
319	0.4246065409
320	0.4241253407
321	0.4235597956
322	0.423027397
323	0.4226496806
324	0.4221878627
325	0.4216866283
326	0.4212372103
327	0.4207340998
328	0.4202495532
329	0.4198056703
330	0.4195702487
331	0.4191248387
332	0.4186638881
333	0.4181874965
334	0.4176795455
335	0.4172230777
336	0.4167368301
337	0.4161991856
338	0.4158379362
339	0.4155064506
340	0.415278383
341	0.4148690944
342	0.4144654163
343	0.4140716353
344	0.4137586063
345	0.4133685863
346	0.4130711519
347	0.412744887
348	0.4122891393
349	0.4118250811
350	0.4113673994
351	0.4109786083
352	0.4106298481
353	0.4101474453
354	0.4097316592
355	0.4092869664
356	0.4089183643
357	0.4085694208
358	0.4081140342
359	0.4077072737
360	0.407369074
361	0.4070851119
362	0.4067290874
363	0.4064234614
364	0.4062047119
365	0.4056822886
366	0.4052024437
367	0.4047971779
368	0.4044317033
369	0.4038280409
370	0.4033586138
371	0.4030413101
372	0.4025516722
373	0.4022486265
374	0.401931515
375	0.4015397129
376	0.4011941356
377	0.4008866265
378	0.4005236733
379	0.4001556845
380	0.3998740522
381	0.3994804308
382	0.3990630291
383	0.3985338269
384	0.3981473872
385	0.3978447897
386	0.3974755521
387	0.3971060958
388	0.3968367206
389	0.3962948209
390	0.3958486157
391	0.3953982737
392	0.3950771539
393	0.3946567319
394	0.3944223552
395	0.3940453874
396	0.3937296482
397	0.3934420492
398	0.3931161574
399	0.3926234487
400	0.3922435762
401	0.3917820361
402	0.3912888501
403	0.3909668671
404	0.3905040943
405	0.3901573271
406	0.3898175813
407	0.3893557283
408	0.3891118084
409	0.388672311
410	0.3883441432
411	0.3878520777
412	0.38758777
413	0.387239772
414	0.3868239099
415	0.38655322
416	0.386249705
417	0.3858347508
418	0.3854666143
419	0.3852375551
420	0.3848305483
421	0.3844526119
422	0.3841254781
423	0.3838061286
424	0.3836611338
425	0.3833419515
426	0.3830675416
427	0.3825955922
428	0.3822496124
429	0.3818145881
430	0.3815524811
431	0.3811539719
432	0.3808462809
433	0.3804209032
434	0.3800683964
435	0.3798205488
436	0.3795050261
437	0.3791107756
438	0.3787804257
439	0.3785011184
440	0.3779348843
441	0.377546811
442	0.3771556942
443	0.3767484969
444	0.3762979996
445	0.3758321644
446	0.3755505035
447	0.3751405592
448	0.3747790943
449	0.3744675854
450	0.3741556963
451	0.3738376034
452	0.3734796962
453	0.3731689756
454	0.3729821074
455	0.3726695637
456	0.3721025183
457	0.3717257238
458	0.3714745601
459	0.3711191562
460	0.3707681332
461	0.3704166917
462	0.3699961205
463	0.3695610504
464	0.3692207406
465	0.3688640774
466	0.3685361971
467	0.3681809164
468	0.3679502657
469	0.3675734653
470	0.3671941787
471	0.3668199909
472	0.3664322555
473	0.3660026604
474	0.3656440957
475	0.3653162112
476	0.3650148042
477	0.3646530717
478	0.3643148973
479	0.3638808563
480	0.3635621514
481	0.363260345
482	0.3629473705
483	0.3624991632
484	0.3621477235
485	0.3618289685
486	0.3614423348
487	0.3611876907
488	0.3607892771
489	0.3604865226
490	0.3601848848
491	0.3598867596
492	0.3596665673
493	0.3593419232
494	0.359120761
495	0.3588304487
496	0.3585605661
497	0.358276033
498	0.357950576
499	0.3575826732
500	0.3572967258
501	0.3569113273
502	0.3565705859
503	0.3562361951
504	0.3559324795
505	0.3556424372
506	0.3552879638
507	0.3548575257
508	0.3542547135
509	0.3539155244
510	0.353550617
511	0.3531219319
512	0.3528417348
513	0.3524597976
514	0.3521872484
515	0.3519140145
516	0.3516377252
517	0.3513103012
518	0.3510306659
519	0.350654578
520	0.3503870008
521	0.3501082859
522	0.3497899653
523	0.3494995381
524	0.3492490019
525	0.3488946312
526	0.3486077109
527	0.3482828737
528	0.3479118127
529	0.3475119118
530	0.3472662337
531	0.3469908455
532	0.3466678623
533	0.3463886656
534	0.3458532825
535	0.3455930691
536	0.3452491956
537	0.3449632751
538	0.34466005
539	0.3443411789
540	0.344001763
541	0.3436043219
542	0.343245875
543	0.3429635603
544	0.3425126339
545	0.3421918952
546	0.341800559
547	0.3415603784
548	0.3413846079
549	0.3411250162
550	0.3408103486
551	0.3406166588
552	0.3403033484
553	0.3399218439
554	0.3396057583
555	0.3392577074
556	0.3389988036
557	0.3386613313
558	0.3384615847
559	0.3381790649
560	0.3378935328
561	0.3374532823
562	0.3371861957
563	0.336875283
564	0.3364788472
565	0.3362023291
566	0.3358425475
567	0.3355412829
568	0.3353239645
569	0.3351304748
570	0.3348721588
571	0.3345720605
572	0.3341320088
573	0.333892198
574	0.3335197922
575	0.3331953725
576	0.3328041909
577	0.3325326426
578	0.3321220835
579	0.3318528449
580	0.3314605081
581	0.3310785216
582	0.3307800777
583	0.3304684752
584	0.3301913002
585	0.3298430301
586	0.3295768952
587	0.3292680838
588	0.3289385519
589	0.3286078758
590	0.3281812215
591	0.3278149903
592	0.3274831924
593	0.3271439774
594	0.3267445541
595	0.326498327
596	0.326046551
597	0.3258426349
598	0.3254918851
599	0.325207731
600	0.3248534111
601	0.3245316021
602	0.3241898304
603	0.3236788726
604	0.3232517407
605	0.3227755478
606	0.3225305607
607	0.3222301902
608	0.3219733615
609	0.3217313228
610	0.3213718776
611	0.3211018446
612	0.3205079659
613	0.3202284132
614	0.3198968331
615	0.3196176616
616	0.3193082859
617	0.319032592
618	0.3187092257
619	0.3184812632
620	0.3181754583
621	0.3177857338
622	0.3174134352
623	0.3171032369
624	0.3168377894
625	0.3165660496
626	0.3163322781
627	0.3160180224
628	0.3157537877
629	0.3153510404
630	0.3150629601
631	0.3147440648
632	0.3144539939
633	0.3140947908
634	0.3138977923
635	0.3135770807
636	0.3131870072
637	0.3128449196
638	0.3125300515
639	0.3121831097
640	0.3119059178
641	0.3116270275
642	0.3114239625
643	0.3111602925
644	0.3107405665
645	0.3104688475
646	0.3100644687
647	0.3097722249
648	0.3095077856
649	0.3092366322
650	0.3089956734
651	0.3087049135
652	0.3083854246
653	0.308056505
654	0.3076890101
655	0.3073755152
656	0.307058729
657	0.3067959245
658	0.3064659186
659	0.3060875561
660	0.3058288557
661	0.3055435509
662	0.3052041993
663	0.3049357815
664	0.3044757695
665	0.3041674577
666	0.3037923661
667	0.3034312478
668	0.303181533
669	0.3029265985
670	0.3025406395
671	0.3021791054
672	0.3018628774
673	0.3013631371
674	0.3010007203
675	0.3006907565
676	0.3002573552
677	0.2998159737
678	0.2994024504
679	0.2990640515
680	0.2987537536
681	0.2984062475
682	0.2980962501
683	0.2978278686
684	0.2975534658
685	0.2972266973
686	0.296892095
687	0.2965541813
688	0.2961292595
689	0.2956951415
690	0.2953543257
691	0.2950941284
692	0.2948876431
693	0.2946140007
694	0.2942684291
695	0.2938671962
696	0.2935832436
697	0.2932507691
698	0.292932512
699	0.2926458565
700	0.2922541265
701	0.2919844269
702	0.291679395
703	0.2912682924
704	0.2908908177
705	0.2907083926
706	0.2903604591
707	0.289995985
708	0.2896972932
709	0.2894198442
710	0.2890029904
711	0.2886757591
712	0.2882543571
713	0.2879506816
714	0.2876683124
715	0.2873621604
716	0.2870317253
717	0.2867241282
718	0.286447958
719	0.2860130621
720	0.2856599701
721	0.2853014977
722	0.2848328099
723	0.2844678847
724	0.2841252377
725	0.283759802
726	0.2834524404
727	0.2830806135
728	0.2826928754
729	0.2822671327
730	0.2819559494
731	0.281589069
732	0.2811449703
733	0.280779055
734	0.2804783944
735	0.2801684205
736	0.2798335266
737	0.2796082299
738	0.2791884975
739	0.2788852539
740	0.2785340398
741	0.2782447211
742	0.2779516349
743	0.2776827492
744	0.277348704
745	0.277037244
746	0.2767434433
747	0.2764893643
748	0.2762653327
749	0.2759599991
750	0.2755909929
751	0.2753136927
752	0.2749079958
753	0.2746671222
754	0.2744173227
755	0.2740613938
756	0.2737273117
757	0.2734214162
758	0.27302648
759	0.2727112175
760	0.2724015458
761	0.272032707
762	0.2717677574
763	0.2714476287
764	0.2711583464
765	0.270830042
766	0.270521002
767	0.2702224471
768	0.2699053259
769	0.2696075852
770	0.2692386265
771	0.2689460859
772	0.2686084731
773	0.2682199172
774	0.2678408949
775	0.2674754806
776	0.2672047781
777	0.2669806229
778	0.2665548379
779	0.2661783414
780	0.2658247786
781	0.2654619075
782	0.2651899631
783	0.2648822828
784	0.2645196318
785	0.2642357653
786	0.2640354708
787	0.2636766049
788	0.2633417844
789	0.2630532913
790	0.2627424145
791	0.2624140693
792	0.2620437047
793	0.2617139612
794	0.2614080906
795	0.261188019
796	0.260878108
797	0.2605767908
798	0.2602982794
799	0.260016911
800	0.2597233253
801	0.2594061162
802	0.2590758862
803	0.2587978042
804	0.2584898659
805	0.2581325652
806	0.2578414918
807	0.257538101
808	0.2571680416
809	0.2568300137
810	0.2564637242
811	0.2562263641
812	0.2559151845
813	0.2557081765
814	0.2554081678
815	0.2551464379
816	0.2548276871
817	0.2545775636
818	0.2541595385
819	0.2538568194
820	0.2534872211
821	0.2532079629
822	0.2528800969
823	0.2526255793
824	0.2523102714
825	0.2519990091
826	0.2517868845
827	0.2514961777
828	0.2511759048
829	0.2509142789
830	0.250637211
831	0.2501879489
832	0.2499234704
833	0.2496034721
834	0.2493053572
835	0.2490761611
836	0.2487560746
837	0.248382745
838	0.2480772845
839	0.2477831299
840	0.2475338238
841	0.2472871023
842	0.2470456386
843	0.2467874618
844	0.2464589207
845	0.2461182066
846	0.2458455837
847	0.2455823417
848	0.2452970447
849	0.244972585
850	0.2446517839
851	0.2444048563
852	0.244074698
853	0.2437631289
854	0.2434379108
855	0.2431847505
856	0.2429195792
857	0.2426193352
858	0.2422241901
859	0.2419397396
860	0.241607759
861	0.2413469329
862	0.2410841779
863	0.2408468818
864	0.2405143509
865	0.2402183421
866	0.2398267396
867	0.2395079287
868	0.2391912592
869	0.2388548626
870	0.2384819562
871	0.2382020224
872	0.237985321
873	0.2376358858
874	0.2373847643
875	0.2370052199
876	0.2367906852
877	0.2364825327
878	0.2362428475
879	0.235991154
880	0.2357175748
881	0.235476056
882	0.2351927865
883	0.234919118
884	0.234729021
885	0.2344385541
886	0.2342479247
887	0.2339477733
888	0.2336185811
889	0.2334029292
890	0.2331917885
891	0.2329023445
892	0.2326179522
893	0.232368112
894	0.2320495264
895	0.2318010739
896	0.2315709305
897	0.2312113972
898	0.2309062639
899	0.2305035446
900	0.2302484955
901	0.2299418215
902	0.2296482084
903	0.2293787289
904	0.2291018878
905	0.2288069101
906	0.2285567201
907	0.2283392617
908	0.2279576156
909	0.2276026958
910	0.2273840905
911	0.227169421
912	0.2269513981
913	0.226640861
914	0.2263713356
915	0.2261000463
916	0.225831364
917	0.2255511707
918	0.2252489135
919	0.2249847081
920	0.2246799344
921	0.2244049595
922	0.2240916424
923	0.2239106682
924	0.2236563061
925	0.2233716729
926	0.2231104487
927	0.2228808826
928	0.2225919803
929	0.2223451834
930	0.2220989876
931	0.2217834924
932	0.2215596574
933	0.2213058605
934	0.2210746428
935	0.2207552461
936	0.2204643105
937	0.2202529818
938	0.2199892557
939	0.2197554569
940	0.2194812449
941	0.2191246177
942	0.218855
943	0.2186061078
944	0.2183832342
945	0.2181062273
946	0.2178340701
947	0.2175509384
948	0.2172752739
949	0.2170076604
950	0.2167505549
951	0.2164583743
952	0.2162110317
953	0.2159603957
954	0.2157094215
955	0.2154527707
956	0.2152317047
957	0.2149750677
958	0.2147706538
959	0.2145183891
960	0.2142547101
961	0.2140517623
962	0.2137767605
963	0.213508702
964	0.2132797403
965	0.2130534185
966	0.2127560816
967	0.2124190829
968	0.2122063009
969	0.2119485981
970	0.2116454847
971	0.2114054724
972	0.2111256136
973	0.210947343
974	0.2106513198
975	0.2103791059
976	0.2101877885
977	0.2099451774
978	0.2096640429
979	0.2094451003
980	0.2092284377
981	0.2090281659
982	0.2088185709
983	0.2086351202
984	0.2084537845
985	0.2081856416
986	0.2079133668
987	0.2076990218
988	0.207458141
989	0.2071522588
990	0.2069959749
991	0.206783916
992	0.2065898947
993	0.2063813345
994	0.206172054
995	0.2058840461
996	0.2056720716
997	0.2054638802
998	0.205206907
999	0.2049641518
