iter	MultiClassOneVsAll
696	0.2579421734
697	0.257571267
698	0.2572773558
699	0.2569533156
700	0.2566590471
701	0.2564453935
702	0.2562213106
703	0.2557293548
704	0.255431647
705	0.2552293876
706	0.2549192508
707	0.2546441522
708	0.254241511
709	0.2539934322
710	0.2537355017
711	0.2533304492
712	0.2530766079
713	0.252779736
714	0.2525455624
715	0.2521570502
716	0.2519409526
717	0.2517361471
718	0.2514941714
719	0.2511884967
720	0.2509818493
721	0.2506908833
722	0.2503847329
723	0.2500690226
724	0.2497756534
725	0.2495481077
726	0.2492455969
727	0.2488740323
728	0.2485106968
729	0.2482829361
730	0.2478820246
731	0.2475746184
732	0.2473246157
733	0.2468431533
734	0.2465697849
735	0.2462868035
736	0.2459479432
737	0.2456609853
738	0.2454006844
739	0.2450908937
740	0.244795105
741	0.2445661667
742	0.244315254
743	0.2439328193
744	0.2436304673
745	0.2432745783
746	0.2429000721
747	0.2425927328
748	0.2422874214
749	0.2420354282
750	0.2417832171
751	0.2415368664
752	0.2412210889
753	0.2408564824
754	0.2405708064
755	0.2402495392
756	0.2399359291
757	0.2396705881
758	0.2394430451
759	0.2392296124
760	0.2389504471
761	0.2386892672
762	0.2383482957
763	0.2380130778
764	0.2378015179
765	0.2375611576
766	0.237290543
767	0.2369036287
768	0.2365548209
769	0.2363400144
770	0.236168557
771	0.2358856636
772	0.2355776735
773	0.2352144434
774	0.2348682374
775	0.2345447114
776	0.2343070219
777	0.2340697736
778	0.2337275825
779	0.2334118757
780	0.2331767205
781	0.232880263
782	0.232643573
783	0.2324359463
784	0.2321154613
785	0.2317453418
786	0.2314348181
787	0.2311901117
788	0.2308217604
789	0.2305932376
790	0.2303453703
791	0.2301025161
792	0.2298306974
793	0.2295333317
794	0.2293531211
795	0.229151666
796	0.2289651114
797	0.2287438539
798	0.2284706324
799	0.2280558187
800	0.2277284655
801	0.2274457316
802	0.2271769334
803	0.226929958
804	0.2265965466
805	0.2263285666
806	0.2261303274
807	0.2259085978
808	0.2256224344
809	0.2253707624
810	0.2251414335
811	0.2248541746
812	0.2245829086
813	0.2241827901
814	0.2238663236
815	0.2235870122
816	0.2233512154
817	0.2230551279
818	0.2227113651
819	0.2224096001
820	0.2220970036
821	0.2217854312
822	0.2215594506
823	0.2212910687
824	0.2209989094
825	0.2207279102
826	0.2204713151
827	0.2202304053
828	0.2200500281
829	0.219763324
830	0.2194758218
831	0.2192595689
832	0.2189992179
833	0.218714051
834	0.2184914405
835	0.2182016959
836	0.2178644058
837	0.2176686389
838	0.2174340594
839	0.2172427495
840	0.2169498118
841	0.2166838001
842	0.2164122725
843	0.216187075
844	0.215959257
845	0.2156716
846	0.2154112098
847	0.2150932328
848	0.2148074396
849	0.2145121401
850	0.2142551
851	0.2139985299
852	0.2136914766
853	0.2134138837
854	0.2131091522
855	0.2128551344
856	0.2125922945
857	0.2123464306
858	0.2121133595
859	0.2117758289
860	0.211548696
861	0.2113013963
862	0.211067174
863	0.2108336461
864	0.2105586938
865	0.2102970531
866	0.209980324
867	0.2097114802
868	0.2094102958
869	0.2091890891
870	0.2089662173
871	0.208620592
872	0.2084045085
873	0.2081655802
874	0.2079109585
875	0.2076158461
876	0.2073760085
877	0.207153253
878	0.2069004015
879	0.2066683974
880	0.2063743594
881	0.2061409672
882	0.2058163785
883	0.2055773031
884	0.2052791171
885	0.2050549329
886	0.2046487247
887	0.2044260819
888	0.2041686932
889	0.2039410157
890	0.2036774257
891	0.2034276468
892	0.2032186564
893	0.2029472108
894	0.2026947478
895	0.2024704331
896	0.2021725044
897	0.2019145371
898	0.201643659
899	0.2014043632
900	0.2011705524
901	0.2009725214
902	0.200793374
903	0.2005466899
904	0.2003127991
905	0.2000881496
906	0.1998559229
907	0.1996140896
908	0.1993446343
909	0.1991521724
910	0.1989345408
911	0.1987004461
912	0.1984988454
913	0.1982529342
914	0.1980312626
915	0.1977406084
916	0.1975135612
917	0.197265324
918	0.1970314907
919	0.1968542396
920	0.1966044349
921	0.1964115455
922	0.1961626952
923	0.1959662023
924	0.1957104385
925	0.1954555237
926	0.1952240207
927	0.1950045964
928	0.1947652002
929	0.1945932615
930	0.1943570758
931	0.194093267
932	0.1939151692
933	0.1937653133
934	0.1935797906
935	0.1932664659
936	0.1930549365
937	0.192810122
938	0.1925885222
939	0.1923742381
940	0.1921512039
941	0.1919752979
942	0.1917393407
943	0.1914703194
944	0.1912400226
945	0.1910563656
946	0.1908578844
947	0.1906693926
948	0.1904296483
949	0.1901960264
950	0.1899014063
951	0.1896717552
952	0.1894773924
953	0.1892613996
954	0.1890715923
955	0.1888017964
956	0.1885684576
957	0.188378327
958	0.1881901577
959	0.1878873333
960	0.1877097154
961	0.1875171626
962	0.1873327711
963	0.1871652862
964	0.1868956482
965	0.1866877218
966	0.1864541977
967	0.1862563484
968	0.1860186899
969	0.1858336297
970	0.1856175892
971	0.1854207148
972	0.1852530533
973	0.1850771942
974	0.1848470742
975	0.1846436109
976	0.1844158807
977	0.1841768955
978	0.1840259191
979	0.1837557634
980	0.183491832
981	0.1833290449
982	0.1831001631
983	0.1828922629
984	0.1826388332
985	0.1823198394
986	0.1821007821
987	0.1819301053
988	0.18176055
989	0.1815907685
990	0.1814351042
991	0.1812634899
992	0.1810357504
993	0.1808556189
994	0.1806194973
995	0.1804265898
996	0.1802445523
997	0.1800575747
998	0.1798134802
999	0.1796103282
