iter	MultiClassOneVsAll
248	0.4560210158
249	0.4556534958
250	0.4551754453
251	0.4548001723
252	0.4542930487
253	0.4538526262
254	0.453244463
255	0.4528264268
256	0.452253702
257	0.4517026246
258	0.4511219963
259	0.4504873064
260	0.4500329322
261	0.4496044606
262	0.4491728559
263	0.4486690111
264	0.4480738749
265	0.4475691305
266	0.4470385743
267	0.4464945482
268	0.4459516455
269	0.4451812212
270	0.4448038103
271	0.4441864426
272	0.4436878047
273	0.443308496
274	0.4427376024
275	0.4421451766
276	0.4417259896
277	0.4412630289
278	0.4409054087
279	0.4404165992
280	0.4400329153
281	0.4396287372
282	0.4391560959
283	0.4386235258
284	0.4381567997
285	0.4377127757
286	0.4371883802
287	0.4367129969
288	0.4362239871
289	0.4358434985
290	0.4353778712
291	0.4349701631
292	0.4345242163
293	0.4340497932
294	0.4336710203
295	0.4331643046
296	0.4327882151
297	0.4322976752
298	0.4319630071
299	0.4315521924
300	0.4310527777
301	0.4306384747
302	0.4301056202
303	0.4296037075
304	0.4291767131
305	0.4286811562
306	0.4281959254
307	0.4276334588
308	0.427249683
309	0.4268073616
310	0.4264263116
311	0.4261548292
312	0.4256606334
313	0.4251720414
314	0.4247114144
315	0.4244632876
316	0.4240756183
317	0.4237822876
318	0.4234121212
319	0.423029942
320	0.4226708224
321	0.4223531381
322	0.421879783
323	0.4214974668
324	0.4210144004
325	0.4205134678
326	0.4201843461
327	0.4198502528
328	0.4193855273
329	0.4189231181
330	0.4185872045
331	0.4182046227
332	0.4177125425
333	0.4173639707
334	0.4168557965
335	0.4165552445
336	0.4161591892
337	0.4158119554
338	0.4154137139
339	0.4148409826
340	0.4143536523
341	0.4139420279
342	0.4135838293
343	0.4131229825
344	0.4126905545
345	0.4123440176
346	0.4119569886
347	0.4115930209
348	0.4112465843
349	0.4109320197
350	0.4105480608
351	0.4101382826
352	0.4097498633
353	0.4094454833
354	0.4088622366
355	0.4084161607
356	0.4080518101
357	0.4077048907
358	0.4073302972
359	0.4070619603
360	0.4066113299
361	0.4061417652
362	0.4058536978
363	0.405448992
364	0.4049612853
365	0.4047157613
366	0.4042693911
367	0.4036901385
368	0.4034552433
369	0.4030064455
370	0.4026743926
371	0.4022544711
372	0.4019392265
373	0.4015655885
374	0.4012789479
375	0.4008722527
376	0.4005390247
377	0.4000976645
378	0.3997294098
379	0.3994730487
380	0.3991572426
381	0.3987832886
382	0.3984513975
383	0.3982642145
384	0.3980541771
385	0.3977781724
386	0.3974595384
387	0.3969638265
388	0.39660922
389	0.3963028834
390	0.3959792834
391	0.395648484
392	0.3953225634
393	0.394953739
394	0.3945459088
395	0.3941103486
396	0.3936985425
397	0.3931593365
398	0.3927427976
399	0.3922988037
400	0.3919685449
401	0.3915716901
402	0.3911187771
403	0.3908076634
404	0.3906207781
405	0.3902810372
406	0.3899538832
407	0.3894696884
408	0.3890663768
409	0.388740047
410	0.388420203
411	0.3880571002
412	0.3877342231
413	0.387295632
414	0.3869470507
415	0.3866289968
416	0.3863246746
417	0.3858934144
418	0.3853694065
419	0.3850882823
420	0.3846641083
421	0.3841616997
422	0.3837768167
423	0.3835293728
424	0.3831888699
425	0.3829858779
426	0.382689542
427	0.3823400289
428	0.3820191261
429	0.3817501238
430	0.3813693239
431	0.3811162238
432	0.3808264675
433	0.3804820825
434	0.3801590082
435	0.3798811974
436	0.3795463178
437	0.3791856744
438	0.3788485977
439	0.3785063802
440	0.3782227077
441	0.3778627157
442	0.3774614824
443	0.3771261217
444	0.3768191386
445	0.3764311558
446	0.3760731163
447	0.3755841446
448	0.3752711457
449	0.3749056204
450	0.3745815316
451	0.3743494309
452	0.3740892315
453	0.3737925254
454	0.3733857069
455	0.3729186163
456	0.3725582527
457	0.3721291113
458	0.3718935057
459	0.3716510002
460	0.3712024148
461	0.3707810548
462	0.370486971
463	0.3702308693
464	0.3698533703
465	0.3695228902
466	0.3690498853
467	0.368708687
468	0.3684635521
469	0.3682543771
470	0.3680647968
471	0.3677926335
472	0.3674927986
473	0.3671250205
474	0.3668515938
475	0.3666106186
476	0.3663112439
477	0.3660700248
478	0.3654865386
479	0.3650660135
480	0.3647585425
481	0.3644304634
482	0.3640842745
483	0.363769066
484	0.3633152396
485	0.363017568
486	0.3627272317
487	0.3623004575
488	0.3620213293
489	0.3617366429
490	0.361447267
491	0.3611576686
492	0.3607324557
493	0.360391708
494	0.3601249871
495	0.3597595735
496	0.3594784158
497	0.3592390442
498	0.3589543135
499	0.3586331521
500	0.3583102685
501	0.3579404135
502	0.3576480461
503	0.3573401491
504	0.3570259443
505	0.3566972574
506	0.3563451933
507	0.3559763819
508	0.3557905103
509	0.3554058684
510	0.3549355224
511	0.3545499594
512	0.3542523746
513	0.3538813519
514	0.3536519757
515	0.3532048809
516	0.3529160981
517	0.3526367775
518	0.3522495101
519	0.3519694632
520	0.3515069487
521	0.3513062055
522	0.3508790739
523	0.3504914779
524	0.3502166418
525	0.3498290684
526	0.3495066912
527	0.3492233038
528	0.348891392
529	0.3485870885
530	0.3484017733
531	0.3479458131
532	0.3475693532
533	0.3471826938
534	0.3468529973
535	0.3465075404
536	0.3460849582
537	0.3457869663
538	0.3454245349
539	0.3450685033
540	0.3447452601
541	0.344364378
542	0.3439989443
543	0.3436956867
544	0.3434647558
545	0.3432025505
546	0.3429067546
547	0.3426488934
548	0.3423968525
549	0.3421493611
550	0.3417548888
551	0.341406573
552	0.3410518536
553	0.3406706483
554	0.3402457524
555	0.3399743541
556	0.3395334821
557	0.3393214844
558	0.3391055867
559	0.3387543863
560	0.3384071513
561	0.3380990931
562	0.3378019975
563	0.337607283
564	0.3373613614
565	0.3370576852
566	0.3367344797
567	0.3364097482
568	0.3361093494
569	0.3358469182
570	0.3355571609
571	0.3352443054
572	0.3349902223
573	0.3346373566
574	0.3341609762
575	0.3339158923
576	0.3335683211
577	0.333262497
578	0.3330766807
579	0.3327217822
580	0.3323480865
581	0.332094206
582	0.3317819895
583	0.3315262005
584	0.331361571
585	0.3310163893
586	0.3307472011
587	0.3303917214
588	0.3300113777
589	0.3296184702
590	0.3294146432
591	0.3291001556
592	0.3286740775
593	0.3283993027
594	0.3281492542
595	0.3278640931
596	0.3276744882
597	0.3273329073
598	0.3269059836
599	0.3264309406
600	0.3261373979
601	0.3258344648
602	0.3255905768
603	0.3251818391
604	0.3247644672
605	0.3244808613
606	0.3241813724
607	0.3238250673
608	0.3235145571
609	0.3231703366
610	0.322890094
611	0.322484299
612	0.322091316
613	0.3217886912
614	0.3214241436
615	0.3211909214
616	0.320874569
617	0.3205674471
618	0.320232099
619	0.3198642798
620	0.3195002543
621	0.3192143151
622	0.3189768484
623	0.3185029566
624	0.3182670047
625	0.3179257689
626	0.3175634846
627	0.3172063212
628	0.316902308
629	0.3165197234
630	0.3161565028
631	0.3157877134
632	0.3152563311
633	0.3150446687
634	0.3146105596
635	0.3142932775
636	0.3139793127
637	0.3136547139
638	0.3133854806
639	0.3130418617
640	0.3127867586
641	0.3124153506
642	0.3120275672
643	0.3117075832
644	0.3113295729
645	0.3110222739
646	0.3106730531
647	0.3103826722
648	0.3099369145
649	0.3095536505
650	0.3092044058
651	0.3090358674
652	0.3086995837
653	0.3083880963
654	0.3080605809
655	0.3077720906
656	0.3072941231
657	0.3070155862
658	0.3067532634
659	0.3063931025
660	0.3060498597
661	0.3057656754
662	0.3054624889
663	0.3051536313
664	0.3048357625
665	0.304491133
666	0.3041677324
667	0.3038175931
668	0.3034817848
669	0.3031369578
670	0.3027966751
671	0.3024223316
672	0.3021821424
673	0.3017579387
674	0.3014601603
675	0.3011143568
676	0.3008390633
677	0.3004491442
678	0.3000908599
679	0.2997551052
680	0.299481963
681	0.2991846844
682	0.2988187699
683	0.2985584558
684	0.2981462631
685	0.297880509
686	0.2977054155
687	0.2973513371
688	0.2969983857
689	0.2966472882
690	0.2963188704
691	0.295984433
692	0.2957035136
693	0.2954120102
694	0.2949402681
695	0.2945834886
696	0.2942011938
697	0.2938322892
698	0.2935762413
699	0.2930530769
700	0.2926815782
701	0.2923388446
702	0.2919005254
703	0.2914884699
704	0.2912547075
705	0.2909262762
706	0.2906327451
707	0.2902189098
708	0.289899111
709	0.2897055016
710	0.2892566311
711	0.2890100186
712	0.2887739451
713	0.2883972473
714	0.2881957486
715	0.287900995
716	0.2875628918
717	0.2871453615
718	0.2869135758
719	0.2866421638
720	0.2863384182
721	0.2860292033
722	0.2856562351
723	0.2853365321
724	0.2850589756
725	0.2845595627
726	0.284254904
727	0.2839406898
728	0.2836138434
729	0.2832797129
730	0.2828935354
731	0.2825502672
732	0.2821078768
733	0.281787455
734	0.2815317186
735	0.2812210068
736	0.2807773602
737	0.2804594725
738	0.2801119966
739	0.2797523247
740	0.2794360219
741	0.2791303816
742	0.278826034
743	0.2784351361
744	0.2781240556
745	0.277730092
746	0.2774394643
747	0.2771085732
748	0.276869836
749	0.2765973784
750	0.2763072058
751	0.2759764794
752	0.2756244747
753	0.2752841849
754	0.2749452931
755	0.2746108354
756	0.2743515907
757	0.2740618027
758	0.2737491839
759	0.2735276065
760	0.2731941855
761	0.272959828
762	0.2726477428
763	0.272375876
764	0.2720713526
765	0.2717682127
766	0.2714023089
767	0.2711177004
768	0.2708610855
769	0.2705730737
770	0.2701737465
771	0.2698934823
772	0.2695861318
773	0.269349723
774	0.2690880077
775	0.2688088877
776	0.2684924994
777	0.2681092534
778	0.2678405512
779	0.2674762552
780	0.2672068755
781	0.2668872644
782	0.2665950251
783	0.266284261
784	0.2658794187
785	0.2655777068
786	0.2653130448
787	0.2650445784
788	0.2647959141
789	0.264552
790	0.2642564601
791	0.2638658261
792	0.2633899994
793	0.2630625454
794	0.2628356776
795	0.2625025193
796	0.2622731095
797	0.2619905905
798	0.2616990151
799	0.2613862346
800	0.2610371307
801	0.2607640891
802	0.2604545376
803	0.2601364543
804	0.2598880897
805	0.2595472951
806	0.2592406226
807	0.2589020761
808	0.2586570471
809	0.2583400467
810	0.2580021651
811	0.2576675476
812	0.2573438461
813	0.256869095
814	0.2565884972
815	0.2563640295
816	0.2560793986
817	0.2557504549
818	0.2554188815
819	0.2551146263
820	0.2548264133
821	0.2546062004
822	0.25437652
823	0.2540102605
824	0.253768527
825	0.2534452705
826	0.2531449472
827	0.2529201934
828	0.2525741522
829	0.2522108479
830	0.2519265813
831	0.2516149078
832	0.2513498109
833	0.2511376354
834	0.2508777575
835	0.2505992095
836	0.2503120012
837	0.2499910465
838	0.2497345643
839	0.2494759835
840	0.2492306755
841	0.2490040122
842	0.2487457217
843	0.2484695745
844	0.2481566035
845	0.2477858678
846	0.2474941453
847	0.2472804261
848	0.2470414665
849	0.2468271149
850	0.2466086261
851	0.2462434679
852	0.246012783
853	0.2457053729
854	0.245408553
855	0.2451744299
856	0.2449478848
857	0.244610008
858	0.2443161625
859	0.2441010674
860	0.2438128175
861	0.2434949825
862	0.2431673989
863	0.2428673452
864	0.2425373427
865	0.2422723493
866	0.2420230728
867	0.241660465
868	0.2412605295
869	0.2409607569
870	0.2406474856
871	0.2403765729
872	0.2400264991
873	0.2397684773
874	0.2395134604
875	0.2392436863
876	0.2389868223
877	0.2387306103
878	0.2384598619
879	0.2382414718
880	0.2380193961
881	0.2377212719
882	0.2374140258
883	0.2371307818
884	0.2367653238
885	0.236528699
886	0.2362303461
887	0.2359683345
888	0.2357599676
889	0.2354937742
890	0.2351942197
891	0.2349403847
892	0.2346442483
893	0.2343495231
894	0.2341192726
895	0.2337885905
896	0.233476763
897	0.2331965429
898	0.2329721907
899	0.2327619995
900	0.2325003325
901	0.2321826871
902	0.2319556907
903	0.2316997096
904	0.2313718644
905	0.2311348085
906	0.2308934238
907	0.230681831
908	0.2303886566
909	0.2300934921
910	0.2299203569
911	0.2296696574
912	0.2294129866
913	0.2291742499
914	0.2289473947
915	0.228595743
916	0.2283548081
917	0.2280997238
918	0.2278439188
919	0.2276529645
920	0.2274283502
921	0.227186086
922	0.2269575929
923	0.2267366818
924	0.2264412019
925	0.2261754472
926	0.2258856411
927	0.2256359076
928	0.2254264902
929	0.2251459363
930	0.2249357754
931	0.2246272197
932	0.2243475841
933	0.2241262633
934	0.2239293548
935	0.2236711484
936	0.2234271
937	0.2231735177
938	0.2229280085
939	0.2226839599
940	0.2224452497
941	0.2222236834
942	0.2219610724
943	0.2217394458
944	0.221470891
945	0.2212400463
946	0.2209420281
947	0.2207165761
948	0.2204479252
949	0.2201788591
950	0.2199398239
951	0.2197530777
952	0.2195142708
953	0.2192648786
954	0.2190207165
955	0.2187828058
956	0.2185360311
957	0.218344036
958	0.2181340743
959	0.2178698191
960	0.2175635992
961	0.2173967185
962	0.2172131785
963	0.2168275805
964	0.2166034032
965	0.2163535151
966	0.2161087904
967	0.2158840217
968	0.2157138053
969	0.215470838
970	0.2152485444
971	0.2149959216
972	0.2147908835
973	0.2145214077
974	0.2143014923
975	0.213989047
976	0.2136990517
977	0.2134708145
978	0.2132290068
979	0.2130407922
980	0.212813826
981	0.2125828194
982	0.2123289354
983	0.21209804
984	0.2118413103
985	0.2115256407
986	0.2112680796
987	0.2110212514
988	0.2108482561
989	0.2106192748
990	0.2104001254
991	0.2101650681
992	0.2099653831
993	0.2097348672
994	0.2094811325
995	0.2092597871
996	0.2090371085
997	0.2088233885
998	0.2085488534
999	0.2082945175
